season,episode,transcript,num_words
3,13,What?,1
3,13,"Beth is really, really sick.",5
3,13,Awwww.,1
3,13,"Jo's there, but I don't think there's anything she could do.",11
3,13,Joey?,1
3,13,Yeah.,1
3,13,Do you want to put the book in the freezer?,10
3,13,Okay.,1
3,13,Okay.,1
3,14,"'Cause every time I see your face, I can't help but fall from grace. I know.....",16
3,14,Wow! This girl is good.,5
3,14,"Oh-ho yeah! A song with rhyming words. Oo, I never thought of that before.",14
3,14,I like her.,3
3,14,Why? Because she can sing and play guitar and do both at the same time?,15
3,14,"Well, that's pretty much all I'm looking for from these people.",11
3,14,Look at you. All jealous.,5
3,14,"Yeah Pheebs, come on, you two have completely different styles. Y'know, she's more.. y'know, and you're more",17
3,14,beside meeeee-eeee-ee. .,3
3,14,"Okay, see, see, everyone else is happy she's done.",9
3,14,"Okay, my next song's called Phoebe Buffay, What Can I Say. I Really Loved When We Were Singing Partners, And I Shouldn't Have Left You That Way.",27
3,14,"Oh no, one of those 'look for the hidden meaning' songs.",11
3,14,Hey Phoebe.,2
3,14,"Hey Leslie, how'd you know I'd be here?",8
3,14,"I ran into Vlad at the place where they sell the big fish, and he said you played here a lot, so umm....",23
3,14,"All right listen, I have to go to the bathroom, but if the place with the big fish comes up again. I'd like know whether that's several big fish or just one big fish.",34
3,14,"So ah, Phoebe tells us you write jingles.",8
3,14,Actually I said she abandoned me to write jingles.,9
3,14,"Ah, anything we might of heard of?",7
3,14,"Ah, yeah, umm. Home is never far away..",8
3,14,Home is Home Star stew.,5
3,14,Home is Home Star stew.,5
3,14,Home is Home Star stew.,5
3,14,"Yeah, but, I don't do that anymore. I got kinda sick of it, and then I couldn't come up with anything good, so they fired me.",26
3,14,"Hmm, bummer.",2
3,14,"Well, I y'know, I was just, umm, I was just thinking and hoping, that umm, maybe you'd want to get back together?",22
3,14,No. But thanks.,3
3,14,Aw come on Phoebe would you just think about it?,10
3,14,Okay. No. But thanks.,4
3,14,"Okay, ah, see ya Pheebs.",5
3,14,"Wow, that was kinda brutal.",5
3,14,"Well okay, let this be a lesson to all of you, all right. Once you, once you betray me, I become like the ice woman, y'know. Very cold, hard, unyielding, y'know nothing, nothing can penetrate this icy exterior. Can I have a tissue, please?",44
3,14,"Yeah, sure.",2
3,14,Someone in there?,3
3,14,No. This is just part of a dare devil game that I play called 'wait until the last moment before I burst and die.',24
3,14,"Jeez, man did you fall.. Hi! So ah, did ya, did-did-did ya fall high?",14
3,14,"Someone was in the lady's room, I couldn't wait. I left the lid up for ya though.",17
3,14,"Y'know what Gunther, go ah, go ahead, I'm-I'm talking to ah, . This is the part where you say your name.",21
3,14,Ginger.,1
3,14,"Ginger. I'm talking to Ginger, so....",6
3,14,Don't you have to use the bathroom?,7
3,14,"Nope, nope, I'd just ah, I'd rather talk to you. Yes, I do. Yes, I do have to go to the bathroom.",22
3,14,Someone in here.,3
3,14,Where's Chandler?,2
3,14,"Ah, he can't make it, he said he had to his... Whoa-oh!",12
3,14,Joey? Joey Tribbiani?,3
3,14,Joey I can see you okay? You're hiding behind the coats.,11
3,14,"Phew, close one.",3
3,14,Hi.,1
3,14,"Hi, sweetie!",2
3,14,Hello.,1
3,14,"Hi, Ross.",2
3,14,"Yeah, huh.",2
3,14,I've got some bad news.,5
3,14,What?,1
3,14,"I can get a quick bite to eat, but then I have to come back up here.",17
3,14,"Come on sweetie! You've had to work late every night for the past two weeks, what is it this time?",20
3,14,"Actually, it's kinda my fault. I-I quit today.",8
3,14,"But work comes first! Oh hey, but that's sad about you though, what happened? Burn out? Burn all out, did ya?",21
3,14,"Nooo, he's leaving for a better job.",7
3,14,"Oh well that's great, so I guess this is ah, this is good bye then. Huh? Good bye.",18
3,14,"Okay, then.",2
3,14,Okay.,1
3,14,Well we're gonna miss you around here.,7
3,14,"Yeah, me too.",3
3,14,"So, see ya on Saturday.",5
3,14,"Yeah, you bet.",3
3,14,Oh.,1
3,14,Y'know those are a delicacy in India.,7
3,14,"Yeah, that was Leslie calling again to see if we can get back together. That's the twentieth time today! And good luck Leslie!",23
3,14,"Wow, she must have hurt you pretty bad, huh?",9
3,14,"Well, yeah. Y'know, we were best friends, ever since we were little, our Moms worked on the barge together.",19
3,14,"Oh, you two must have been so cute running around on a barge.",13
3,14,You never run on a barge!,6
3,14,Hey.,1
3,14,Hey.,1
3,14,Hey.,1
3,14,"Is ah, is Chandler around?",5
3,14,"No, umm, he met some girl at the coffee house.",10
3,14,Oooh.,1
3,14,"Yeah, Ginger something.",3
3,14,"Nooo. No, no, ah, are you sure it wasn't something that sounded like Ginger, like ah, Gingeer?",17
3,14,"No, it was Ginger. I remember, because when he told me, I said, 'the movie star.'",16
3,14,"Aww, man. That's the girl I was hiding from. When she finds out he's my roommate, she's gonna tell him what I did.",23
3,14,"Well, what did you do?",5
3,14,"What, oh, oh, oh, no, no, I can't, I can't tell you that, it's like the most awful, horrible thing I've ever done my whole life.",26
3,14,"Y'know what, don't tell us. We'll just wait until Chandler gets home, because it'll be more fun that way.",19
3,14,"All right!! Okay, it was like four years ago. Okay, Ginger and I had gone out a few times, and then this one weekend, we went up to her Dad's cabin. Just me, her, and her annoying little dog Pepper. Well that night, I cooked this really romantic dinner....",49
3,14,You gave her food poisoning!?,5
3,14,"I wish. No. After dinner, me, her, and Pepper all fell asleep in front of the fire. Well I woke up in the middle of the night and I saw that the fire was dying out. So, I picked up a log and threw it on. Or, at least what I thought was a log.",55
3,14,Oh my God!! You threw Pepper on the fire!,9
3,14,"I wish. See, I guess another thing I probably should've told you about Ginger is that she kinda has a ah, artificial leg.",23
3,14,"Oh my God! Joey, what did you do after you threw her leg on the fire?",16
3,14,I ran!!,2
3,14,"Well, that's the best kiss I've had with anyone I've ever met in a men's room.",16
3,14,"Actually, me too.",3
3,14,"Op, foot in a puddle, foot all in a puddle.",10
3,14,"Oh damn, I hate that.",5
3,14,"Yeah, we're gonna have to get you out of those shoes.",11
3,14,"Oh, don't worry about it.",5
3,14,"No, really you're gonna freeze.",5
3,14,"No, I'm not.",3
3,14,"You're not, what do you, what do you got a bionic foot?",12
3,14,"Some day, maybe.",3
3,14,Funny book?,2
3,14,"Hmmm. Oh, no, no, I just thinking about something funny I heard today. Umm, Mark, Mark saying 'I'll see you Saturday.'",21
3,14,"Yeah, at the lecture, I told you that last week, you said you didn't mind.",15
3,14,"Oh, no, no, no, it's-it's not the lecture ah, I mind, umm....",12
3,14,"Oh, please tell me it's not because I'm going with Mark.",11
3,14,"Oh, well...",2
3,14,Oh my God!!! Ross!!,4
3,14,"Well, I'm sorry, but ah, look if you're not working with him anymore, why do you have to still do stuff with him?",23
3,14,"Because, he's my friend.",4
3,14,"Okay, but do you really need another friend? I mean...",10
3,14,"Okay, well if I stop playing with Joey and Chandler, can I play with Mark?",15
3,14,Is that funny? Am I supposed to be laughing?,9
3,14,"I don't know, you thought 'See you Saturday' was funny. Look honey, Mark is in fashion okay, I like having a friend that I can share this stuff with. You guys would never want to go to a lecture with me.",41
3,14,Pa-haa!! I would love to go with you.,8
3,14,Really!?,1
3,14,"Yeah, hey I-I have clothes, I even pick them out. I mean for, for all you know I could be a fashion..... monger.",23
3,14,"Okay. Honey, I would love for you to go with me. What?",12
3,14,"What should I wear, now I'm all nervous.",8
3,14,Y'know they say a watched pot never beeps.,8
3,14,"It's just y'know, been a couple of hours, and she hasn't called. Not that I even care, y'know.",18
3,14,Phoebe why don't you just call her? You obviously want to.,11
3,14,You think you know me so well.,7
3,14,"Well, don't 'cha wanna?",4
3,14,Yeah.,1
3,14,"Okay, well I do know you.",6
3,14,That's what I said.,4
3,14,Well so?,2
3,14,"I can't. I can't. She dumped me, I mean I totally trusted her and then one day it was 'Okay, bye Pheebs' gone. Y'know what the saddest part is, when we were playing together, that was like the most fun I've ever had in like all my lives.",48
3,14,"My best shoes, so good to me. I wear them everyday. Down at the heel, holes in the toes. Don't care what people say. My feet's best friends, pals to the end. With them I'm one hot chicky. Though late one night, not much light, I....",46
3,14,I stepped in something icky.,5
3,14,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I'll.... avoid the..... pillleeeee.",18
3,14,"Sticky shoes, sticky shoes, always make me smile. Sticky shoes, sticky shoes, next time I'll.... avoid the..... pillleeeee.",18
3,14,We're beginning to see a lot of layering of sheer fabrics and colours. For instance a sheer navy blouse over a pink....,22
3,14,I'm really glad we came. You're so pretty. I love you.,11
3,14,Oh.,1
3,14,"Smelly cat, smelly cat, what are they feeding you? Smelly cat, smelly cat, it's not your fault.",17
3,14,"Wow, that's great.",3
3,14,"Oh, yeah!",2
3,14,"Y'know you could totally sell this. It'd be perfect for like umm, a kitty litter campaign.",16
3,14,"I..., a jingle? No, no-no-no, no.",6
3,14,What? Why not? You could make a ton of money.,10
3,14,"Okay, well if I was in this for the money, I'd be a millionaire by now, y'know. You just got to get out of that jingle head sweetie.",28
3,14,"Aw, you're right, you're right. I'm sorry.",7
3,14,"That's okay. All right, I'm gonna play song that's really, really sad. It's called Magician Box Mix Up.",18
3,14,"....oversized bracelets, oversized earrings, oversizing of accessories in general are very popular now.",13
3,14,Hi!,1
3,14,Hey.,1
3,14,"Oh, can I borrow this? My milk's gone bad.",9
3,14,"Oh, I hate that. I once had a thing of half and half, stole my car.",16
3,14,"So umm, how was your date with Ginger?",8
3,14,"Great. It was great. She's ah, she's great, great looking, great personality, she's greatness.",14
3,14,"Sounds like she's got the ah, whole package.",8
3,14,"Joey told you about the leg, huh?",7
3,14,Uh-huh.,1
3,14,"Oh God, it freaked me out. Okay, I know it shouldn't have, but it did. I mean I like her, I don't want to stop seeing her, but every so often it's like 'Hey, y'know what, where's your leg?' I mean I'm the smallest person in the world aren't I? I'm the smallest person in the world.",57
3,14,Morning.,1
3,14,Actually he's the smallest person in the world.,8
3,14,Heard about the leg burnin' huh?,6
3,14,It came up.,3
3,14,"Listen, I ah, I know it's a longshot. But, by any chance did she find that funny?",17
3,14,So I nodded off a little.,6
3,14,Nodded off!! Ross you were snoring. My father's boat didn't make that much noise when it hit rocks!,18
3,14,Come on! Forty-five minutes! Forty-five minutes the man talked about strappy backed dresses.,13
3,14,"Well okay, how about four hours in a freezing museum auditorium listening to Professor Pitstains and he's 'Hey everybody! Remember that thing that's been dead for a gazillion years. Well there's this little bone we didn't know it had!'",39
3,14,"First of all it's Professor Pittain! And second of all, that little bone, proved that, that particular dinosaur had wings, but didn't fly.",23
3,14,"Okay, see now, what I just heard, blah-blah-blah, blah-blah-blah-blah-blah, blah-blah-blah, blah, blah.",12
3,14,"Y'know what, 100 million people went to see a movie about what I do, I wonder how many people would go see a movie called, Jurassic Parka.",27
3,14,"Oh, that is so...",4
3,14,"No-no-no, a bunch of out of control jackets take over an island.",12
3,14,"Y'know if what I do is so lame, then why did you insist on coming with me this morning? Huh? Was it so I just wouldn't go with Mark?",29
3,14,"No. I... I wanted to be with you. I don't know, I feel like lately, I feel like you're slipping away from me, y'know. With this new job, and all these new people, and you've got this whole other life going on. I-I-I know it's dumb, but I hate that I'm not a part of it.",56
3,14,"It's not dumb. But, maybe it's okay that you're not a part of it. Y'know what I mean? I mean it's like, I-I-I like that you're not involved in that part of my life.",34
3,14,That's a little clearer.,4
3,14,"Honey see, it doesn't mean that I don't love you. Because I do. I love you, I love you so much. But my work it's-it's for me y'know, I'm out there, on my own, and I'm doing it and it's scary but I love it, because it's mine. I, but, I mean is that okay?",55
3,14,"Sure, I-I-I...",2
3,14,Your thinking about my leg aren't you?,7
3,14,"No. No. Actually I forgot, what is the deal with that again?",12
3,14,It's okay if it bothers you. Really. I mean the only thing I need to know is 'how much it bothers you?' because I don't like wasting my time. Am I wasting my time?,34
3,14,No. No. I don't think so.,6
3,14,"Okay. It's just like anything else, you just have to get used to it.",14
3,14,What's that?,2
3,14,That's-that's my nubbin.,3
3,14,What's a nubbin?,3
3,14,"It's kinda a ah, a third nipple kinda thing.",9
3,14,You have three nipples?,4
3,14,"Well, y'know two regulars. And ah one that barely qualifies as... Ahh, what?",13
3,14,"Nothing. I, I just remembered I have to leave.",9
3,14,"You ah, you have, you have to leave, now? How come?",11
3,14,"Ah well, it's nubbin. Nothing! Umm. Y'know what, I'll see you later. Okay.",13
3,14,"Oh, I thought you weren't coming. What? Where were you?",10
3,14,"Come here, come here. Okay, don't get mad, okay.",9
3,14,"Okay, don't give me a reason to get mad, okay",10
3,14,"I played Smelly Cat for the people at my old ad agency, they went nuts.",15
3,14,"No, look, I told you that I didn't want you to try and sell it, and you just, you big fat did it anyway. God, y'know what, I think five years ago I probably would've done anything to play with you but, I can do it by myself. And if I can't trust you then just forget it.",58
3,14,"No, no, I don't want to forget it.",8
3,14,"Okay y'know what you have to choose. All right, if-if the most important thing on the planet to you is this cat poopy thing then, okay you can have Smelly Cat, but we won't be partners. So what's it gonna be?",41
3,14,"Problem odour in the litter box? Don't change your kitty, change your kitty litter.",14
3,14,"Sorry, Pheebs.",2
3,14,Yeah. You okay?,3
3,14,"Yeah. I actually am, yeah. Y'know life-life's gonna had you all kinds of stuff, y'know you learn your little lessons and hopefully you grow. Wanna hear a new song?",29
3,14,Yeah.,1
3,14,We'd love too.,3
3,14,Okay. 'Jingle bitch screwed me over! Go to hell jingle whore! Go to hell Go to hell. Go to hell-hell-hell.' That's all I have so far.,26
3,14,Well hello!,2
3,14,Where have you been?,4
3,14,The doctor.,2
3,14,Is everything okay?,3
3,14,"Oh yes! Just had me a little nubbin-ectomy. Yep! Two nipples, no waiting.",13
3,14,Wow! It's like Rachel in High School.,7
3,14,What?!!,1
3,14,"Come on! Come on, I was kidding! It was such an obvious joke!",13
3,14,"That was an obvious joke, and I didn't think of it. Why didn't I think of it? The source of all my powers. Oh dear God, what have I done!",30
3,15,"Hey, how much will you give me to eat this whole jar of olives?",14
3,15,"I won't give you anything, but you'll owe me 2.95.",10
3,15,Done.,1
3,15,Hey. I need an atlas! I need an atlas!,9
3,15,Why? Do you have a report due?,7
3,15,"I have a date with this diplomat I met while I was giving free massages outside the UN and, I don't know where his country is.",26
3,15,"Okay, let's start with the free messages outside the UN.",10
3,15,"Oh!! That's my new thing. I figure bodies at peace, make peace.",12
3,15,Wow! You might just get the first Nobel prize in rubbing. So what country is this guy from?,18
3,15,Ick-neck-tree-anis..... There's a 'g' in there.,6
3,15,Where's that?,2
3,15,In your atlas!,3
3,15,I don't have an atlas.,5
3,15,Oh.,1
3,15,"Oh, but wait I do have a globe.",8
3,15,Oh.,1
3,15,Hold on.,2
3,15,So Pheebs what's this guy like?,6
3,15,"Umm, well he's very dashing, y'know, and umm, very, very sophisticated, and he doesn't speak any English, but according to his translator, he totally gets me.",26
3,15,"'Kay, here you go.",4
3,15,What is this?,3
3,15,"It's a globe and, a pencil sharpener.",7
3,15,"Hey, does anybody need anything copied? I'm going down to the Xerox place.",13
3,15,"Oh, no thanks.",3
3,15,"Okay listen, just give me anything I can make two of.",11
3,15,"Well, if you don't have anything to copy, why are you going down there?",14
3,15,"Yeah, are you just going down there to gawk at that hot girl with the belly button ring again?",19
3,15,Yeah! You wanna come?,4
3,15,Yeah!,1
3,15,Come on Chloe! Finish up with your customer first. Come on Chloe! Come on Chloe!!,15
3,15,Can I help you?,4
3,15,Uh-oh.,1
3,15,"Uh, y'know what, we're having second thoughts about our copying needs. And we'll need a little more time to think about it.",22
3,15,"Chloe, switch with me, there's some guys here that got a crush on you.",14
3,15,"Okay, that hurt us.",4
3,15,Hi guys. I haven't seen you since this morning.,9
3,15,"Well ah, ........y'know.",3
3,15,"Hey, what are you guys doing tomorrow night?",8
3,15,Both of us?,3
3,15,Maybe. Does that scare ya?,5
3,15,Relax. It's just Issac's D.J.-ing at the Philly. You should come.,11
3,15,We'll be there.,3
3,15,"Great. I'll ah, see ya then.",6
3,15,"All right, rock on.",4
3,15,,1
3,15,"He's says, 'Walking with you makes this strange city, feel like home.'",12
3,15,"Me too. Although this city is my home, so. So that's dumb what I said, don't tell him I said that. Umm, you make something up. Nice, thank you. This is me. Here.",33
3,15,Your eyes are very pretty.,5
3,15,"Thank you, very much! Oh! Thank you!",7
3,15,He would like to kiss you.,6
3,15,"Okay, y'know what, you don't have to do that now. No-no-no-no!! Not him, you don't! Well the moment's over.",19
3,15,Oh.,1
3,15,Oy!,1
3,15,See there it is right there.,6
3,15,Wow! It's small.,3
3,15,Yeah. But Sergei said it took the Germans six weeks to get all the way across it.,17
3,15,"So you had fun, huh?",5
3,15,"Yeah. Except for, y'know when you're on a date and you're getting along really great but the guy's translator keeps getting in the way.",24
3,15,No.,1
3,15,Hey.,1
3,15,Hey.,1
3,15,Hey.,1
3,15,"What is ah, Rach in her room?",7
3,15,"Oh no, she's still at work, but she told me to tell you to call her.",16
3,15,Oh what?! Is she gonna cancel on me again?! How can she do this? Doesn't she know it's our anniversary?,20
3,15,"All right ah, Ross, this is the extent of my knowledge on the subject. Call Rachel.",16
3,15,What's that on the bottom?,5
3,15,"Oh that's my doodle of a ladybug, with a top hat. She's fancy.",13
3,15,Hello.,1
3,15,"Hey, honey.",2
3,15,"Oh, hi.",2
3,15,"Hey, what's going on?",4
3,15,"Well, there was a disaster in shipping and I've got to get this order in. Honey, I'm so sorry, but it looks like I'm gonna be here all night.",29
3,15,"What, do you, well umm, oh how about I come up there?",12
3,15,"No-no-no, no, honey please, I've got, I've just have so much to deal with.",14
3,15,"Anyway, I'm going out with Sergei again tonight, and um, could you come and be the translator's date? So that when we, it's time for our alone time, you two could split off. Y'know, he's really, he's kinda cute.",39
3,15,"Yeah, well kinda cute, like really kinda cute, or kinda cute like your friend Spackel Back Larry?",17
3,15,"Hey, don't call him that! His name is Spackel Back Harry!",11
3,15,"Hey, y'know what, maybe we should get going. I mean what time did Chloe say we should be there?",19
3,15,"Uh, 10:30.",2
3,15,What time is it now?,5
3,15,4:30.,1
3,15,"Yeah all right, so we'll hang out.",7
3,15,"Yeah. Hey, remember when she brought up that thing about the three of us?",14
3,15,Yes. Vividly.,2
3,15,She was kidding about that right?,6
3,15,"Yeah, I-I-I think so. Yeah, I-I think so...",8
3,15,"God, that would be weird it that situation presented itself tonight, huh?",12
3,15,"Yeah. Yeah, I mean what, what would we do?",9
3,15,"Dude, I don't know.",4
3,15,She was kidding.,3
3,15,Yeah.,1
3,15,"She was.... But y'know what, just in case, maybe we should come up with a set of ground rules.",19
3,15,"Yeah, for sure. Okay. Probably want the first thing to be, never open your eyes. Y'know, because you don't want to be doing something and then look up and see something you don't want to be seeing.",37
3,15,"Yeah. Good call, nice one. Hold it!! Hold it! What if me eyes are closed, and, and my hand is out there....",22
3,15,"Ah!! Okay! Eyes open at all times! Oh, hey, how do we decide where we... y'know each would, y'know be?",20
3,15,"Right. Right. Well ah, y'know we could flip for it.",10
3,15,"Yeah, I guess, but what's like heads and what's tails?",10
3,15,"Well it you don't know that, then I don't want to do this with you.",15
3,15,"No, no, no, I'm looking at a purchase order right here and it clearly states that we ordered the Rivera bikini in a variety of sizes and colours. And.... What does it matter, what I'm wearing?! Can I please speak to your supervisor? Thank you. We're holding.",47
3,15,Hi!,1
3,15,"Oh!! My God, what are you doing here?",8
3,15,Well you said you couldn't go out so....,8
3,15,"You brought a picnic, oh, what a boyfriend. That's it, on Monday I start wearing make-up.",16
3,15,"Ross honey, this is very nice, but, but I-I got a crisis.",12
3,15,"Yeah, but I got cous-cous!",5
3,15,"Honey, honey, I'm sorry, I know it's our anniversary but I told you on the phone I don't have time to stop.",22
3,15,"Okay, you don't have to stop, I'm invisible, I'm not here.",11
3,15,"But I don't, hmm... Oh, who approved that order?! Well there is no Mark Robbinson in this office. Get me Mark on the phone!",24
3,15,I love Mark. Do you know Mark?,7
3,15,Yeah!!,1
3,15,"Well, let me just check that with what I got here, all right see 038 is not the number for this store, 038 is Atlanta. And I...",27
3,15,Pepper?,1
3,15,None for me.,3
3,15,"Okay sorry, whew.",3
3,15,"I'm sorry, as I was saying the store number is wrong, and I'm sorry but that's... Oh my God!!",19
3,15,"Okay, that's a fire. Oh yeah. Oh yeah.",8
3,15,"Excuse me, I'm sorry, I'm gonna have to call you back, I've got a Schemp in my office. What are you doing?",22
3,15,"I'm sorry. But ah, hey, oh, somebody's off the phone, how 'bout a glass of wine by the fire, I could get it going again.",25
3,15,"Ross you're not listening to me, I don't have time to stop.",12
3,15,"Come on Rach, you don't have what, ten minutes?",9
3,15,I don't have ten minutes!!,5
3,15,"What? Sophie, does she have ten minutes?",7
3,15,"Hey, Ross!!! I told you I don't!",7
3,15,"Don't yell at me okay, this is the most I've seen you all week.",14
3,15,"Look, I cannot do this right now, okay, I've got a deadline, would you just go home, I'll talk to you later.",22
3,15,"Yeah, but wait...",3
3,15,Good bye!,2
3,15,"Actually, that's our three hole punch.",6
3,15,Hey.,1
3,15,"Hi. Look um, about what happened earlier...",7
3,15,"No, hey, well, I-I completely understand. You were, you were stressed.",11
3,15,I was gonna give you a chance to apologise to me.,11
3,15,For what? For letting you throw me out of your office?,11
3,15,You had no right coming down to my office Ross. You do not bring a picnic basket to somebody's work! Unless maybe they were a park ranger!,27
3,15,"Yeah, well excuse me for wanting to be with my girlfriend on our anniversary, boy what an ass am I.",20
3,15,"But I told you, I didn't have the time!",9
3,15,"Yeah, well you never have the time. I mean, I don't feel like I even have a girlfriend anymore, Rachel.",20
3,15,"Wh, Ross what do you want from me? You want me, you want me to quit my job so you can feel like you have a girlfriend?",27
3,15,"No, but it'd be nice if you realised, it's just a job!",12
3,15,Just a job!,3
3,15,Yes.,1
3,15,Ross do you realise this is the first time in my life I'm doing something I actually care about. This is the first time in my life I'm doing something that I'm actually good at. I mean. if you don't get that...,42
3,15,"No, hey, I get that, okay, I get that big time. And I'm happy for ya, but I'm tired of having a relationship with your answering machine! Okay, I don't know what to do anymore.",35
3,15,Well neither do I!,4
3,15,Is this about Mark?,4
3,15,Oh my God.,3
3,15,"Okay, it's not, it's not.",5
3,15,"Oh my God. I cannot keep having this same fight over and over again, Ross, no, you're, you're, you're making this too hard.",23
3,15,"Oh I'm, I'm making this too hard. Okay, what do you want me to do.",15
3,15,"I don't know, I don't know. Urrrgh! Look, maybe we should take a break.",14
3,15,"Okay, okay, fine, you're right. Let's ah, let's take a break, let's cool off, okay, let's get some frozen yogart, or something..",22
3,15,No. A break from us.,5
3,15,"And the advances in collating in the past five years, I mean we just got in an X-5000, y'know. The X-5000 makes the X-50 look like a T-71.",28
3,15,"Hey, it's the dinosaur guy. Hi, Ross.",7
3,15,"Oh, hi Chloe.",3
3,15,"I want you to met some friends of mine. This guy is my hero, he comes in with some stuff he wants it blown up 400%, we said we don't do that, and he says you gotta. And y'know what, we did it. And now anytime anybody wants 400, we just say 'let's Ross it!'",55
3,15,And that's the only colour that comes in.,8
3,15,"Yo, Chloe, do you have a quarter for the condom machine?",11
3,15,Oh!,1
3,15,"So, what are you doing here? I thought tonight was your big anniversary dinner.",14
3,15,"Yeah, little change in plans. Ahh, we're gonna break-up instead.",10
3,15,"Oh, and I can also speak a little French. Voulez-vous coucher avec moi ce soir? Why? What did I say?",20
3,15,"Well, you just asked if I wanted to go to bed with you tonight.",14
3,15,Oh my God! No wonder I get such great service at Cafe Maurice.,13
3,15,"Knock, knock, knock, knock, hi. Um, could you please tell Sergei that um, I was fascinated by what Boutros Boutros Gali said in the New York Times.",27
3,15,You didn't say Boutros Boutros Gali.,6
3,15,Boutros Boutros Gali.,3
3,15,He says he was too.,5
3,15,Interesting.,1
3,15,So I was wondering....,4
3,15,"Okay, ah, before you get all talky again, umm, could you also please tell Sergei that I really like his suit.",21
3,15,"Eh, he said, thank you very much, he thinks you look very pretty tonight, your hair, golden like the sun. So you're a chef?",24
3,15,I'm also thinking about opening up my own restaurant.,9
3,15,"Oh, really.",2
3,15,"Monica, can I talk to you behind my menu, please. What are you doing?",14
3,15,"Well, I was having a conversation.",6
3,15,"Yeah but, Mischa is so interested in you, that Sergei and I haven't been able to say two words to each other.",22
3,15,What do you want me to do? Just sit here silently while you three have a conversation?,17
3,15,That would be great. Thank you.,6
3,15,Hello!,1
3,15,"Oh, hi. It's Mark.",4
3,15,Oh.,1
3,15,What? Is it my breath?,5
3,15,"No! Sorry, I just thought you were somebody else. Hi!",10
3,15,"Hi. Well, look, I was just gonna leave a message, isn't tonight your, your big anniversary dinner?",17
3,15,"Yeah. Well, umm.....",3
3,15,"Rach, are you okay?",4
3,15,"Yeah, I'm fine.",3
3,15,"You wanna talk, I mean I can come over?",9
3,15,"No! Really, no, please, please, that's, that's okay.",8
3,15,"All right, all right, I'm coming over, and I'm bringing Chinese food.",12
3,15,"Oh, yeah, I'm not, I'm not hungry.",7
3,15,It's for me.,3
3,15,"Oh. Okay, bye.",3
3,15,So what are you gonna do?,6
3,15,"What can I do? One person wants to break-up, you break-up.",11
3,15,"Hey, no way! Come on, this is you guys, call her and work it out.",15
3,15,"Oh come on, we just had this huge fight, all right, don't I have to wait a while?",18
3,15,"Hey, this isn't like swimming after you eat, pick up the phone!!",12
3,15,Y'know that whole swimming thing is a myth.,8
3,15,"Yeah, tell that to my Uncle Lenny.",7
3,15,Why? What happened to him?,5
3,15,"Nothing, he's just really believes in that.",7
3,15,"Oh, and then, we got into this big, stupid fight. I just, it was awful. I told him he treats me like a park ranger, or something, oh and then I told him I wanted to take a break, I don't want to take a break.",46
3,15,Wow. I'm sorry. Eggroll?,4
3,15,"No. And then I called him, and he wasn't there.",10
3,15,"Well, then he's, he's probably just, out.",7
3,15,"Oh, thank you that's very helpful, I'm glad you came over.",11
3,15,Hello.,1
3,15,Hi! It's me.,3
3,15,"Hi! Oh, I'm so glad you called.",7
3,15,"Really? I've been thinking, this is crazy, I mean don't, don't you think we can work on this?",18
3,15,"Hey, what do you want to drink?",7
3,15,Who's that?,2
3,15,Nobody.,1
3,15,Is it okay if I finish the apple juice?,9
3,15,Is that Mark?,3
3,15,"Umm, honey, look he just came over to....",8
3,15,Yeah! Got it!,3
3,15,"Hey, dinosaur guy, look at you, so sad. Come dance.",10
3,15,"Ah, that's okay, thanks.",4
3,15,"Hey, you don't have to smile. You just have to dance.",11
3,15,"Look, I don't feel like dancing, I feel like having a drink. Okay?",13
3,15,"Oh, okay. Hey, two beers.",5
3,15,"And the vet said it was time. And so from half a world away, while my Mother held the phone to his ear, I said good bye to my dog,. In seven languages.",33
3,15,Oh. Can I have a tissue?,6
3,15,"Oh, yeah, sure. I just hope you, hope you don't accidentally suck it up through your nose and choke on it.",21
3,15,"Sergei, would like to apologise for my behaviour tonight.",9
3,15,"Well, tell him, apology accepted.",5
3,15,"Oh, he's unbelievable. I mean for the first time in three years somebody wants to actually want to talk to me, but do you think he would let me enjoy that, no!! You silly diplomat, why don't you learn some English, Sergei?",42
3,15,"Excuse me, but umm, isn't he paying for your dinner?",10
3,15,"Hey, the man's dog just died.",6
3,15,I have just resigned my post. Would you care to accompany me to the Rainbow Room? I have diplomatic coupons.,20
3,15,It will be my pleasure. My guy has diplomatic coupons. Your guy can't even say coupons.,16
3,15,"Uh, plate?",2
3,15,"Plate! Yes, plate.",3
3,15,Plate. Plate. Plate.,3
3,15,"See, we don't need them.",5
3,15,Plate?,1
3,15,Yeah.,1
3,15,I like this song.,4
3,15,"Well, you're practically dancing already. Why don't you just do it over here?",13
3,15,"Oh, no, no.",3
3,15,What? Are you married? 'Cause that's okay.,7
3,15,"Oh, be home, be home, be home, be home, be home, be home. Be home. Be home, be home, be home. Oh, you're not home.",25
3,15,Still no smile?,3
3,15,"Touchet, touchet, Miss Americccan pie. Ameri-ccan.",6
3,15,Ameri-can.,1
3,15,Ameri-ccan.,1
3,15,Ameri-can. Y'know it's a very hard language. Let's do it again.,11
3,15,Everybody!!,1
3,16,"I mean, I don't feel like I even have a girlfriend anymore.",12
